timestamp,elapsedtime
2018-03-20 15:57:01,"929"
2018-03-20 15:57:09,"4276"
2018-03-20 15:57:12,"75"
2018-03-20 15:57:16,"43"
2018-03-20 15:57:20,"66"
2018-03-20 15:57:24,"43"
2018-03-20 15:57:27,"53"
2018-03-20 15:57:31,"76"
2018-03-20 15:57:35,"49"
2018-03-20 15:57:38,"53"
