timestamp,cpustatus
2018-03-13 09:36:56, +0
2018-03-13 09:36:58, +0
2018-03-13 09:37:00, +0
2018-03-13 09:37:03, +0
2018-03-13 09:37:05, +0
2018-03-13 09:37:07, +0
2018-03-13 09:37:09, +0
2018-03-13 09:37:11, +0
2018-03-13 09:37:14, +0
2018-03-13 09:37:16, +0
